time,min_distance_to_obstacle,min_distance_to_other_agent,max_distance_to_other_agent,position_x,position_y,velocity_x,velocity_y,migration_x,migration_y,cohesion_x,cohesion_y,repulsion_x,repulsion_y,friction_x,friction_y,obstacle_x,obstacle_y,desired_x,desired_y
15.00000071246177,4.103309631347656,2.791872733504675,3.9737757910920557,101.89669036865234,97.80217742919922,0.022005481645464897,-0.01190644595772028,0.5,-0.5,0,0,0,0,0,0,0,0,0.5,-0.5
15.00400071265176,4.103218078613281,2.792062038725013,3.97388231942162,101.89678192138672,97.8021240234375,0.022091930732131004,-0.013772416859865189,0.5,-0.5,0,0,0,0,0,0,0,0,0.5,-0.5
15.00800071284175,4.103126525878906,2.7922461218123082,3.9739889396553605,101.8968734741211,97.80206298828125,0.021787725389003754,-0.015129836276173592,0.5,-0.5,0,0,0,0,0,0,0,0,0.5,-0.5
15.012000713031739,4.103034973144531,2.792430214297128,3.9740880228551445,101.89696502685547,97.802001953125,0.021661745384335518,-0.014294440858066082,0.5,-0.5,0,0,0,0,0,0,0,0,0.5,-0.5
15.016000713221729,4.1029510498046875,2.792592746437563,3.974179477231453,101.89704895019531,97.80194854736328,0.02163517475128174,-0.015537485480308533,0.5,-0.5,0,0,0,0,0,0,0,0,0.5,-0.5
15.020000713411719,4.102867126464844,2.7927660727864008,3.974286281034449,101.89713287353516,97.80189514160156,0.021632134914398193,-0.015155873261392117,0.5,-0.5,0,0,0,0,0,0,0,0,0.5,-0.5
15.024000713601708,4.1027679443359375,2.792923708136536,3.9743932683188445,101.89723205566406,97.80183410644531,0.022221505641937256,-0.014025510288774967,0.5,-0.5,0,0,0,0,0,0,0,0,0.5,-0.5
15.028000713791698,4.1026763916015625,2.7930862673068853,3.9745080680876566,101.89732360839844,97.80178833007812,0.021925296634435654,-0.012183258309960365,0.5,-0.5,0,0,0,0,0,0,0,0,0.5,-0.5
15.032000713981688,4.102577209472656,2.793264854816106,3.9746303132071557,101.89742279052734,97.80175018310547,0.022483306005597115,-0.009932739660143852,0.5,-0.5,0,0,0,0,0,0,0,0,0.5,-0.5
15.036000714171678,4.102500915527344,2.7934110974452016,3.9747222267673803,101.89749908447266,97.80171203613281,0.02310352399945259,-0.007790295407176018,0.5,-0.5,0,0,0,0,0,0,0,0,0.5,-0.5
15.040000714361668,4.102409362792969,2.793610328616886,3.9748215855144293,101.89759063720703,97.80169677734375,0.02339545451104641,-0.005526381079107523,0.5,-0.5,0,0,0,0,0,0,0,0,0.5,-0.5
15.044000714551657,4.1023101806640625,2.7937994183643675,3.974928389285375,101.89768981933594,97.80168151855469,0.02352035790681839,-0.0042237467132508755,0.5,-0.5,0,0,0,0,0,0,0,0,0.5,-0.5
15.048000714741647,4.102210998535156,2.794020246689955,3.975050266936305,101.89778900146484,97.80167388916016,0.02340095303952694,-0.0035736660938709974,0.5,-0.5,0,0,0,0,0,0,0,0,0.5,-0.5
15.052000714931637,4.102119445800781,2.79423554035824,3.975156886974494,101.89788055419922,97.80166625976562,0.02306787297129631,-0.0041581857949495316,0.5,-0.5,0,0,0,0,0,0,0,0,0.5,-0.5
15.056000715121627,4.102020263671875,2.794451473888513,3.975271227753531,101.89797973632812,97.80164337158203,0.02246434986591339,-0.005275046918541193,0.5,-0.5,0,0,0,0,0,0,0,0,0.5,-0.5
15.060000715311617,4.1019287109375,2.7946612479846746,3.9753854767402075,101.8980712890625,97.80162048339844,0.021818241104483604,-0.007100885268300772,0.5,-0.5,0,0,0,0,0,0,0,0,0.5,-0.5
15.064000715501606,4.1018524169921875,2.7948654901033843,3.9754918216987285,101.89814758300781,97.80159759521484,0.020932989194989204,-0.009430360049009323,0.5,-0.5,0,0,0,0,0,0,0,0,0.5,-0.5
15.068000715691596,4.101776123046875,2.795048488610835,3.975598533781895,101.89822387695312,97.80155181884766,0.01970384642481804,-0.012288025580346584,0.5,-0.5,0,0,0,0,0,0,0,0,0.5,-0.5
15.072000715881586,4.1016998291015625,2.795242596481078,3.975712783040443,101.89830017089844,97.80149841308594,0.01896834373474121,-0.014542012475430965,0.5,-0.5,0,0,0,0,0,0,0,0,0.5,-0.5
15.076000716071576,4.101631164550781,2.795414839088899,3.975819311882834,101.89836883544922,97.80144500732422,0.018336283043026924,-0.01626097969710827,0.5,-0.5,0,0,0,0,0,0,0,0,0.5,-0.5
15.080000716261566,4.1015625,2.795555048689873,3.9759336529218667,101.8984375,97.80137634277344,0.017781956121325493,-0.017279282212257385,0.5,-0.5,0,0,0,0,0,0,0,0,0.5,-0.5
15.084000716451555,4.1014862060546875,2.7957008176763485,3.976063160078386,101.89851379394531,97.80130767822266,0.017376258969306946,-0.018426965922117233,0.5,-0.5,0,0,0,0,0,0,0,0,0.5,-0.5
15.088000716641545,4.101417541503906,2.7958358140103523,3.9762006624779387,101.8985824584961,97.80123138427734,0.017254386097192764,-0.018016070127487183,0.5,-0.5,0,0,0,0,0,0,0,0,0.5,-0.5
15.092000716831535,4.101356506347656,2.795975757343601,3.9763229072357067,101.89864349365234,97.80116271972656,0.017270972952246666,-0.017075425013899803,0.5,-0.5,0,0,0,0,0,0,0,0,0.5,-0.5
15.096000717021525,4.101295471191406,2.796110779873233,3.9764226322844376,101.8987045288086,97.80108642578125,0.017192944884300232,-0.01587080955505371,0.5,-0.5,0,0,0,0,0,0,0,0,0.5,-0.5
