time,min_distance_to_obstacle,min_distance_to_other_agent,max_distance_to_other_agent,position_x,position_y,velocity_x,velocity_y,migration_x,migration_y,cohesion_x,cohesion_y,repulsion_x,repulsion_y,friction_x,friction_y,obstacle_x,obstacle_y,desired_x,desired_y
15.00000071246177,8.076805114746094,2.760097730503155,6.373650269670503,97.9231948852539,97.85009765625,0.00047158278175629675,-0.01898753084242344,0.5,-0.5,0,0,0,0,0,0,0,0,0.5,-0.5
15.00400071265176,8.076797485351562,2.760292630514018,6.373753634456428,97.92320251464844,97.85001373291016,-0.0005541360005736351,-0.020062165334820747,0.5,-0.5,0,0,0,0,0,0,0,0,0.5,-0.5
15.00800071284175,8.076812744140625,2.7605143645721855,6.373900458466311,97.92318725585938,97.84993743896484,-0.0016802222235128284,-0.02037457562983036,0.5,-0.5,0,0,0,0,0,0,0,0,0.5,-0.5
15.012000713031739,8.076828002929688,2.760736102348212,6.374052130254832,97.92317199707031,97.84986114501953,-0.002273962600156665,-0.019315751269459724,0.5,-0.5,0,0,0,0,0,0,0,0,0.5,-0.5
15.016000713221729,8.076835632324219,2.7609579028087192,6.374174840343939,97.92316436767578,97.84979248046875,-0.003192297648638487,-0.01876698061823845,0.5,-0.5,0,0,0,0,0,0,0,0,0.5,-0.5
15.020000713411719,8.07684326171875,2.7611742240116937,6.374280672281084,97.92315673828125,97.8497314453125,-0.003801728831604123,-0.0164061039686203,0.5,-0.5,0,0,0,0,0,0,0,0,0.5,-0.5
15.024000713601708,8.076866149902344,2.761406762562613,6.374403433261696,97.92313385009766,97.84967803955078,-0.004171229898929596,-0.013371717184782028,0.5,-0.5,0,0,0,0,0,0,0,0,0.5,-0.5
15.028000713791698,8.076873779296875,2.7616338800386515,6.374511715832545,97.92312622070312,97.8496322631836,-0.004630995914340019,-0.009677110239863396,0.5,-0.5,0,0,0,0,0,0,0,0,0.5,-0.5
15.032000713981688,8.076896667480469,2.7618934296397275,6.374617639149787,97.92310333251953,97.84961700439453,-0.004310250282287598,-0.006091843359172344,0.5,-0.5,0,0,0,0,0,0,0,0,0.5,-0.5
15.036000714171678,8.076919555664062,2.762152983342952,6.3747163244555285,97.92308044433594,97.84959411621094,-0.0036722251679748297,-0.0031917744781821966,0.5,-0.5,0,0,0,0,0,0,0,0,0.5,-0.5
15.040000714361668,8.076934814453125,2.762401751728546,6.3748005664820315,97.92306518554688,97.8495864868164,-0.0031312990467995405,-0.0010517607443034649,0.5,-0.5,0,0,0,0,0,0,0,0,0.5,-0.5
15.044000714551657,8.076942443847656,2.7626777143042625,6.374879971806242,97.92305755615234,97.8495864868164,-0.0027009956538677216,-0.00035470013972371817,0.5,-0.5,0,0,0,0,0,0,0,0,0.5,-0.5
15.048000714741647,8.076950073242188,2.7629265547277124,6.374993150050304,97.92304992675781,97.84957122802734,-0.0025072512216866016,-0.0009114244021475315,0.5,-0.5,0,0,0,0,0,0,0,0,0.5,-0.5
